dc_key,has_court_case
201522091151,False
201522091221,False
201525083903,False
201525083842,False
201526053448,False
201526053442,False
201515100022,False
201519102519,False
201539081157,False
201514082060,False
201514082062,False
201512079085,False
201526052867,False
201526052737,False
201525082743,False
201535086705,False
201524096291,False
201535086633,False
201514081088,False
201525081878,False
201525081762,False
201518066067,False
201522088571,False
201522088548,False
201514088548,False
201519099996,False
201519099997,False
201518065661,False
201522088154,False
201522088045,False
201525080996,False
201524094239,False
201506046310,False
201535085226,False
201524093824,False
201525080188,False
201525080174,False
201535084687,False
201539078353,False
201525079993,False
201539078180,False
201539078177,False
201525079889,False
201519098170,False
201512076494,False
201518064407,False
201519097828,False
201502062409,False
201506045700,False
201512076259,False
201524092832,False
201522086219,False
201518064132,False
201522086009,False
201518064054,False
201535083787,False
201514077588,False
201517047528,False
201522085776,False
201524091956,False
201524091952,False
201519097081,False
201518063780,False
201516043086,False
201539077014,False
201519096346,False
201517047334,False
201539076804,False
201526049168,False
201522084810,False
201502061273,False
201524090934,False
201535082396,False
201514076732,False
201514076733,False
201539076188,False
201502060958,False
201535076177,False
201515092862,False
201522084246,True
201522084225,True
201526048841,True
201501040377,False
201501040375,False
201524090377,False
201535081674,False
201535081654,False
201526048581,False
201525077194,False
201518062022,False
201518062014,False
201522083513,False
201518006168,False
201518061680,False
201525076597,False
201517045902,False
201525076234,False
201516041555,False
201539074647,False
201525075887,False
201522082127,False
201522082123,False
201522082020,False
201517045282,False
201516041103,True
201525074568,False
201522081101,False
201519090869,False
201535078328,False
201535078329,True
201526046227,True
201514073286,False
201526046199,False
201526046200,False
201526046182,False
201526046181,False
201515088731,False
201503055842,False
201522080436,False
201518059342,False
201518059312,False
201522080297,False
201522080079,False
201514072743,False
201539072202,False
201515087870,False
201525073411,False
201503055371,True
201522079519,False
201526045549,False
201515087465,False
201515087467,False
201514071998,True
201524084737,False
201525072691,False
201518057913,True
201518057939,False
201522078407,False
201535076246,False
201522078581,False
201522078650,False
201512069482,False
201522078042,True
201535075915,False
201512069080,False
201517042995,False
201526044733,True
201524083524,False
201518057449,False
201518057426,False
201517042881,False
201512068847,False
201517042824,False
201512068789,False
201535075306,False
201516039014,True
201514070417,False
201522077757,True
201518056562,False
201524082003,True
201522076757,False
201535074315,False
201539069594,False
201522076689,True
201519085981,False
201535074029,False
201516038351,False
201516038355,False
201516038344,False
201518056120,False
201524081416,True
201524081421,False
201514069432,True
201514069431,True
201539069234,False
201514069383,False
201512067054,False
201526043437,True
201524080907,False
201524080911,False
201524080910,False
201524080782,False
201535073306,False
201514068903,False
201524080706,False
201539068705,False
201525069685,False
201525069682,False
201524080534,False
201512066773,False
201506039870,False
201506039839,False
201525069524,False
201522075199,False
201512066424,False
201517041084,False
201518055055,False
201522075124,False
201517041019,True
201517041035,True
201525068970,True
201515082398,False
201524079224,False
201535071631,False
201535071628,False
201516037113,False
201524078415,False
201512065409,True
201516037096,True
201519085906,False
201519083368,True
201514067142,False
201514067140,False
201522073988,True
201539067110,False
201535071068,False
201535071060,False
201501033970,False
201522073336,True
201535070758,False
201535070752,False
201535070759,False
201506038562,False
201522073365,False
201512064827,True
201519081934,False
201519081922,False
201524077573,False
201522073347,False
201518053144,True
201526041404,False
201539066174,False
201524077291,False
201535069929,False
201524076706,False
201522072482,False
201522072483,False
201526041051,False
201512064122,False
201518052625,False
201518052621,False
201519081072,False
201539065490,False
201518052520,False
201512064080,True
201514064897,False
201514064890,False
201514064896,False
201517038973,False
201517038976,False
201517038977,False
201539065886,False
201514064691,False
201514064674,True
201516035826,False
201517038798,False
201524075790,False
201502051814,False
201535068922,False
201535068862,False
201514064233,False
201524075449,False
201505013776,False
201522071534,False
201512063210,True
201526040286,False
201502051424,False
201518051655,False
201503049176,False
201525065152,False
201525065119,True
201518051432,False
201522070955,False
201524074484,False
201519078938,False
201522070567,True
201515077231,True
201535067392,False
201535067380,False
201519078036,False
201525063796,False
201522069356,False
201526039064,False
201512061421,False
201517037125,False
201535065935,False
201514062005,False
201518050028,False
201525063259,False
201515075469,False
201509032921,False
201515075434,False
201516034345,False
201539062360,False
201524072160,False
201518049637,False
201517036689,False
201524071969,True
201512060594,False
201539061921,False
201524071662,True
201526038159,False
201514060733,False
201516033763,False
201514060685,False
201539061185,False
201524070835,False
201519075019,False
201539061019,False
201525061553,False
201525061574,False
201525061527,False
201525061546,False
201516033392,True
201515073127,False
201502030070,False
201502030072,False
201526037483,False
201519074132,False
201522066684,False
201522066699,False
201502048138,False
201502048013,True
201518047707,False
201515072143,False
201522066044,False
201524069184,False
201539059850,True
201522065946,False
201535062190,False
201515071475,False
201526036795,False
201525059995,False
201516032444,True
201516032442,True
201516032443,True
201524068400,True
201526036600,False
201525059751,False
201522065242,False
201519072271,False
201516032292,False
201514058015,False
201522064942,False
201518046435,False
201535061220,False
201518046334,False
201524067749,False
201524067745,False
201512057070,False
201515070362,False
201515070359,False
201525059191,False
201535061055,True
201514057673,False
201514057657,False
201516031987,False
201506033453,False
201512056490,False
201526035961,False
201512056403,False
201506033380,False
201519070800,False
201525058293,False
201525058295,False
201524066668,False
201522063765,True
201515069247,False
201535059980,True
201519070363,False
201518045240,False
201517033376,False
201539057313,False
201524066004,True
201539057102,False
201535059212,True
201539056991,False
201525057337,False
201525057285,False
201524065489,False
201525057234,True
201517032832,False
201535058797,False
201535058798,False
201522062544,False
201519068892,False
201517032639,False
201539056351,False
201514055173,False
201514055091,False
201524064952,False
201525056525,False
201502044552,True
201515067070,False
201526034559,True
201519067897,False
201517032235,False
201518043648,True
201525055830,False
201524063915,True
201539055412,False
201515066331,False
201515066305,False
201518043120,False
201515065611,False
201512053238,False
201517031679,False
201517031674,False
201539054826,False
201515065246,False
201516029901,False
201515065059,False
201539054498,False
201535056343,False
201524062631,False
201522060205,False
201502043046,False
201512052614,False
201518043405,False
201515064689,True
201525054334,False
201518042313,False
201518042320,False
201519065641,False
201525054324,True
201525054325,False
201539053958,False
201539053964,False
201525053928,False
201539053938,False
201515063931,True
201524061446,False
201517030657,False
201514041212,False
201535055070,False
201539053314,False
201535055001,False
201522058485,False
201514050879,False
201514050850,False
201518040924,False
201514050610,False
201526032365,False
201519063256,False
201514050425,False
201535054127,False
201522057856,False
201525051766,False
201514050037,False
201514049981,False
201514049975,False
201526031805,False
201535053337,False
201514049551,False
201525051292,False
201512049402,False
201525050922,False
201524058348,False
201524050922,False
201522056598,False
201525050700,False
201525050002,False
201825094445,False
201835101846,True
201814101239,False
201839085654,False
201818076264,False
201826051331,False
201819095725,False
201818075922,False
201839085051,False
201822095577,False
201818075801,False
201822095527,False
201819095236,False
201822095517,True
201835100717,True
201819095053,False
201835100570,True
201835100571,True
201835100478,False
201817048659,False
201817048666,False
201824105014,True
201824105006,True
201824105007,True
201825092804,False
201818075172,True
201818075173,True
201818075174,False
201802063109,False
201819051070,False
201819094254,True
201824104420,False
201824104421,False
201835099550,False
201816050991,False
201822094079,False
201824104123,False
201815105416,True
201812082955,False
201801043783,False
201816050809,False
201824103916,False
201817048003,False
201819093807,False
201822093776,True
201825091822,False
201812082675,False
201815104698,False
201812082406,True
201812082389,True
201812082408,True
201812082407,True
201807031070,False
201824103012,False
201819093161,False
201822092540,False
201815104133,False
201825090876,False
201839082322,False
201824102482,False
201822092618,False
201835097947,False
201825090871,False
201815103736,True
201822092381,True
201825090451,False
201815103243,False
201815010324,False
201835096755,False
201819092072,False
201839081483,True
201808037367,False
201812081288,False
201818072636,False
201819091627,False
201825089547,False
201825089542,False
201819091345,False
201822090707,True
201822090877,False
201818072045,False
201826048783,True
201815101643,True
201824100255,False
201839080279,False
201815101446,False
201817046213,True
201835094856,False
201817046068,False
201825088350,False
201825088335,False
201825088264,True
201825088226,False
201825088225,True
201824099531,False
201822089813,False
201818071217,True
201816048840,False
201835094144,True
201835094153,False
201824099114,False
201825087787,False
201822089378,False
201817045617,False
201818070683,False
201819089526,False
201822088658,False
201824098310,False
201815099499,True
201825086947,False
201817045257,False
201825086757,False
201802058767,False
201802058773,False
201812078650,False
201816048162,False
201812078629,False
201814093071,False
201835092246,False
201835092245,False
201835092229,False
201835092224,False
201815098642,False
201835091961,False
201824097100,False
201835091668,False
201819088175,False
201822087255,False
201835091598,False
201812078090,False
201839077536,False
201812077768,True
201825085455,False
201825085264,False
201824096265,False
201824096222,False
201835090722,False
201825084823,False
201814091323,False
201814091315,False
201814091312,False
201824095663,False
201812077065,False
201826046363,False
201814090824,False
201816046913,False
201816046912,False
201825083987,False
201839075933,False
201839076175,True
201825083949,False
201816046776,False
201824094605,False
201825083614,False
201825083622,False
201817043811,False
201835089253,True
201822084478,False
201825083151,True
201814089670,False
201825082743,False
201825082882,True
201824093631,False
201817043453,False
201835088364,False
201818066701,False
201801039351,False
201801039350,False
201801039348,False
201835088015,False
201825082265,False
201819084399,False
201819084409,False
201822082961,False
201825081780,False
201835087293,True
201839074079,False
201825081706,False
201815093657,False
201801038994,False
201818066001,False
201825081424,False
201824091989,False
201825081305,False
201824091846,False
201824091850,False
201822082545,False
201822082546,False
201822082544,False
201822082208,False
201819083663,False
201835086500,False
201814086500,False
201835086320,False
201822081809,False
201835086252,False
201801038548,False
201839072656,True
201814087115,False
201822081475,True
201818065059,False
201815092057,False
201815092043,False
201835085623,False
201835085579,False
201826044048,True
201835085358,True
201825080072,False
201824090339,False
201802054216,False
201814086215,False
201822080492,False
201825079538,False
201814085997,False
201815091081,False
201824089762,False
201826043453,False
201824089627,False
201815090905,False
201812072674,False
201825079225,False
201824089438,False
201802053792,False
201824089413,False
201822079893,False
201822079768,True
201809041158,True
201814085220,False
201814085528,False
201835084037,True
201801037614,True
201816044051,False
201824088825,False
201824088824,False
201825078668,True
201822079270,False
201814084703,False
201802053443,False
201817041218,False
201839070154,True
201839070125,False
201839070132,False
201814084192,False
201812071552,False
201814084081,False
201824087708,False
201824087709,False
201825087709,False
201825087708,False
201825087710,False
201824087710,False
201825077694,False
201818062791,False
201824087562,False
201824087563,False
201839069640,False
201802052832,False
201812071152,True
201801036983,False
201822077780,True
201825076973,False
201816043182,False
201816043181,False
201835081959,False
201819079437,False
201819079289,False
201825076377,False
201818061860,False
201822077142,False
201839068325,False
201819079080,False
201835081083,False
201839067886,False
201818061222,False
201819078461,False
201835080588,False
201824084789,False
201835080331,False
201826041360,False
201825075320,False
201818060936,True
201826041293,False
201825075030,False
201839067275,False
201839067276,False
201839067277,False
201835080001,False
201839067210,False
201824084250,False
201826041126,False
201825074857,False
201839066939,False
201839066927,False
201825074586,False
201835079604,False
201835079572,False
201835079569,False
201835079481,False
201839066712,False
201839066372,False
201815085161,False
201825073735,False
201825073687,False
201824082743,False
201839066056,False
201839066014,False
201822074383,True
201815084578,False
201815084502,False
201818059364,False
201825073148,False
201822073854,False
201825073054,False
201824081898,False
201839065424,False
201839065428,False
201839065427,False
201822073445,False
201822073373,False
201825072717,False
201839065194,False
201839065010,False
201815083568,False
201825072398,False
201826039754,False
201826039755,False
201819074983,False
201822072396,False
201815082835,False
201819074271,False
201822071941,False
201839063871,False
201835076185,False
201812066158,False
201822071903,False
201839063600,False
201835076013,False
201818057465,False
201815081810,False
201835075763,False
201826038788,False
201818057172,False
201825070500,False
201814090618,False
201825070439,False
201819072985,False
201819072984,False
201814075534,False
201822070601,False
201822070619,False
201822070620,False
201814075502,False
201814075469,False
201814075468,False
201822070517,False
201814075348,False
201825069971,False
201825069962,False
201822070303,False
201818056458,False
201839061931,False
201835074377,False
201839061616,False
201824077166,False
201819071587,False
201801032464,False
201835074230,False
201807023715,False
201839061106,False
201839061069,False
201819071199,False
201812063486,False
201839060945,False
201824076302,False
201826037080,False
201815078420,False
201839060415,False
201816038409,False
201825067718,False
201814072620,False
201814072616,False
201814072478,False
201825067249,False
201824075185,False
201826036627,False
201839059739,False
201825066794,False
201839059437,False
201815076588,False
201815076593,False
201815076592,False
201815076587,False
201815076330,False
201839058956,False
201824073848,False
201839058877,False
201839058870,False
201824073313,False
201819068623,False
201819068616,False
201822065830,False
201822065820,False
201815075502,False
201812060994,False
201812037140,False
201825065193,False
201825065197,False
201835069979,False
201812060319,False
201822064870,False
201822064865,False
201815074314,False
201824071856,False
201824071857,False
201825064297,False
201819067160,False
201803047749,False
201835069283,False
201825063920,False
201808027155,False
201812059544,False
201835068988,True
201812059526,False
201801031193,False
201826034736,True
201815073204,False
201835068613,False
201825063329,False
201825063408,False
201814068700,True
201835068378,False
201835068379,False
201835068383,False
201814068368,True
201826034487,False
201816035756,False
201839056234,True
201822063140,True
201822063141,True
201824070009,False
201816035625,False
201809032288,False
201825062474,False
201839056000,False
201835067800,False
201824069410,False
201835067584,False
201835067580,False
201822062225,False
201822062231,False
201812058011,False
201819065085,False
201822062146,True
201824068848,False
201825061658,True
201825061649,False
201816035071,False
201819064876,False
201819064884,False
201816035016,False
201815071148,True
201825061445,True
201825061442,True
201825061257,True
201825061092,False
201839054791,False
201825061000,False
201825060953,False
201825060952,False
201825060954,False
201822061414,False
201822061418,False
201825060937,True
201839054483,False
201814066037,False
201814066035,False
201814066036,False
201825060638,False
201824067533,True
201835065909,False
201819063795,False
201816034424,False
201819063758,False
201819063754,False
201825060271,False
201824066892,False
201824067038,False
201824067028,False
201824067027,False
201835065369,False
201825057919,False
201825059719,False
201819063048,False
201812055773,False
201817032122,False
201812055743,False
201802040765,False
201812055404,False
201815067932,False
201815067863,False
201839052878,False
201815067809,False
201812055214,True
201825058691,False
201819062197,False
201812054926,False
201812054883,False
201812054895,False
201825058365,True
201822058421,False
201839052480,False
201839052180,False
201816033125,False
201812054380,False
201824063749,False
201818046975,False
201819060407,True
201812053493,False
201819060271,False
201835061390,False
201822056520,False
201815064788,False
201815064670,False
201814061308,False
201818045843,True
201815064017,False
201835060375,False
201814060337,False
201822055324,False
201826030265,False
201826030258,False
201826030259,False
201826030267,False
201826030266,False
201822055277,False
201824060791,True
201824060817,False
201824060695,True
201801026391,True
201822054093,False
201815062470,False
201814058844,False
201815062247,False
201824059585,False
201825054242,False
201825054217,False
201815061956,True
201815061941,False
201818043517,False
201818043523,False
201818043519,False
201818043520,False
201818043518,False
201814058346,False
201835058514,False
201801025880,False
201825053967,False
201814058102,True
201814057996,True
201835058175,False
201818043169,False
201814057941,False
201824058529,False
201814057701,False
201814057704,False
201835057840,False
201817028739,False
201817028740,False
201816030125,False
201815060623,False
201815060650,False
201812049667,False
201812049672,False
201825052731,False
201825052712,True
201817028405,False
201818041981,False
201815059603,False
201839046737,False
201835056380,False
201835056381,False
201824056959,False
201822051814,False
201803038517,False
201824056923,False
201819054958,False
201812048828,False
201825051840,False
201825051844,False
201826028298,False
201824056867,True
201824056850,True
201815059084,False
201839046340,False
201822051532,False
201802035372,False
201839046241,False
201824056313,False
201802035191,False
201818041363,True
201817027705,False
201822051033,True
201822051032,True
201817027684,False
201825050929,False
201819053904,False
201816028870,False
201819053898,False
201819053897,False
201802034799,False
201826027648,False
201816028685,False
201822050356,False
201818040743,False
201822050003,False
201826027317,False
201816028386,False
201803036925,False
201825049925,False
201818040248,False
201835054129,False
201825049745,False
201812046995,False
201812046996,False
201818040043,False
201825049629,False
201812046923,False
201815056130,True
201835053559,False
201824053911,True
201817026700,True
201812046588,False
201818039706,False
201825049057,False
201822048796,False
201822048797,False
201825048960,False
201815055596,False
201807016908,False
201822048585,False
201815055349,False
201839043570,False
201815055125,False
201816027289,False
201819051287,True
201812045459,False
201825047756,False
201839042803,True
201817025980,False
201801023114,False
201812045145,False
201819050603,True
201824051859,False
201815053800,False
201815053789,False
201814051354,False
201835051069,False
201822046934,False
201822046931,False
201824051182,False
201812044610,False
201812044503,False
201826025351,False
201839041931,False
201816026304,False
201822046613,False
201822046488,True
201835050439,False
201822045958,False
201825046283,False
201803034210,False
201814050123,False
201815052431,False
201835050034,False
201835050029,False
201814050046,False
201814050043,False
201814050045,False
201814050047,False
201825045974,False
201825045964,False
201835049954,False
201815052200,True
201803033465,True
201835049495,False
201815051676,False
201818036798,True
201825045377,False
201815051648,False
201819048447,True
201817024499,False
201835048639,False
201835048531,False
201822044542,False
201812042563,False
201818036109,False
201816024928,False
201814048317,False
201822044304,False
201825044095,False
201815049872,False
201824047554,False
201824047399,True
201812041873,True
201812041738,False
201822043636,False
201822043650,False
201822043669,False
201812041629,True
201839038735,False
201839038736,False
201839038737,False
201817023453,False
201812041177,False
201816024201,False
201822043022,False
201816024023,False
201816023942,False
201815047893,False
201825042242,False
201825042241,False
201801020729,False
201802028570,False
201818034158,False
201818033880,False
201825041592,False
201835045480,False
201819044312,False
201822041481,False
201835045335,False
201802027944,False
201824044457,False
201824044438,False
201824044491,False
201806023152,True
201818033210,False
201819043557,False
201819043556,False
201839036634,False
201817022259,True
201817022261,True
201825040612,False
201825040613,False
201824043569,False
201819042954,False
201801019903,False
201824042930,False
201803029211,False
201816022185,False
201825039849,False
201812038415,False
201835043589,False
201815044957,False
201835043566,False
201818032162,False
201839035287,False
201812038149,False
201815044541,False
201815044582,False
201822039390,False
201818031557,False
201825039100,False
201812037659,True
201825038956,False
201825038859,True
201835042355,True
201802026201,False
201835042237,False
201835042238,False
201812037357,True
201812037360,True
201822038764,False
201825038519,False
201822038509,False
201835041923,False
201826020640,False
201839034244,False
201839034223,False
201839034245,False
201824040991,False
201835041559,False
201835041560,False
201802025719,False
201835033908,False
201822038032,False
201817020726,False
201815042397,False
201825037514,False
201816020742,False
201819039249,False
201816020545,False
201819039226,False
201803027099,False
201839033196,False
201815041673,False
201826019938,False
201826019943,False
201824039655,False
201824039632,False
201815041199,False
201825036581,False
201814039836,False
201839032434,False
201818029061,False
201822036396,False
201812035049,False
201816019800,False
201802024418,False
201802024419,False
201822036278,False
201803026294,False
201812034905,False
201835039340,False
201824038404,False
201835038969,False
201825035699,False
201803026058,False
201824038163,False
201818028502,False
201816019310,False
201817019667,False
201815039889,False
201803025857,False
201812034413,False
201814038814,False
201816019178,False
201824037601,False
201815039277,False
201815039264,False
201839031159,False
201822034969,False
201835037667,False
201835037632,False
201825034445,False
201835037434,False
201835037298,False
201835037299,False
201822034204,False
201815038130,False
201812032812,False
201818026828,False
201803024309,False
201803024305,False
201814037041,False
201816018133,False
201818026583,False
201825033307,False
201825033306,False
201812032522,False
201814036368,False
201825032808,False
201816017538,False
201825032426,False
201824034734,False
201839028758,False
201839028775,False
201822032290,False
201835034905,False
201835034846,False
201835034332,False
201818024978,False
201815035284,False
201812030741,False
201824033574,False
201825031207,False
201825031198,False
201825031184,False
201825031183,False
201819032543,False
201822031032,False
201814033835,False
201818023774,False
201812029499,False
201818023628,False
201812029434,False
201812029470,False
201812029469,False
201825029436,False
201835032084,False
201824031636,False
201824031639,False
201812028483,False
201812028501,False
201812028484,False
201812028264,False
201822028862,False
201818022529,False
201801014064,False
201835030868,False
201825027864,False
201835030490,False
201835030489,False
201822028044,False
201824030180,False
201818021835,False
201835029843,False
201839024423,False
201825026826,False
201817015352,False
201824028691,False
201835028638,False
201824028481,False
201812026023,False
201818020494,False
201825026037,False
201815029149,False
201808011203,False
201818020201,False
201819026651,False
201835027748,False
201839022901,False
201822025316,False
201825025159,False
201812024722,False
201812024721,False
201825024963,False
201814027934,False
201824026927,False
201819025259,False
201812024236,False
201802016272,False
201814027475,False
201839021748,False
201817013738,False
201819024929,False
201819024931,False
201839021477,False
201835025659,False
201819024302,False
201818018284,False
201818018278,False
201815026225,False
201815026013,False
201812022813,False
201814025924,False
201818017129,False
201815024667,False
201822021648,False
201822021638,False
201825021495,False
201839019275,False
201819022081,False
201814024107,False
201814024110,False
201824022922,False
201812020848,False
201812020718,False
201812020717,False
201839018520,False
201839018519,False
201817011507,False
201818015684,False
201835022144,False
201839018159,False
201839021601,False
201815022155,False
201826010506,False
201819019940,False
201818014941,False
201819019567,False
201825018748,False
201839016917,False
201815021151,False
201818018393,False
201822018320,False
201822018239,False
201822018180,False
201822018178,False
201814020987,False
201825018152,False
201808007869,False
201835019255,False
201818013398,False
201818013396,False
201818013397,False
201835018612,False
201819017382,False
201835018462,False
201839015426,False
201812016589,False
201815018853,False
201815018843,False
201824018220,False
201839015115,False
201818012936,False
201806009437,False
201826008950,False
201825015991,False
201816008502,False
201822015619,False
201815017635,False
201835016812,False
201825015124,False
201825015102,False
201825015123,False
201816007839,False
201803010599,False
201812014425,False
201815016252,False
201826007808,False
201826007810,False
201826007809,False
201835015483,False
201839012805,False
201814016206,False
201817007947,False
201817007820,False
201816007364,False
201818010556,False
201816007201,False
201825013148,False
201835014087,False
201825013023,False
201825012966,False
201825012862,False
201816006937,False
201826006995,False
201814014923,False
201817007007,False
201814014409,False
201812011758,False
201812011887,False
201818009621,False
201801005696,False
201825012108,False
201815013249,False
201818009321,False
201817006616,False
201819012146,False
201812011162,False
201812011163,False
201835012399,False
201835012390,False
201839010761,False
201824012870,False
201835012259,False
201818009094,False
201817006471,False
201835012060,False
201825011446,False
201812010260,False
201818010260,False
201812010143,False
201809006248,False
201825010815,False
201818008565,False
201816005855,False
201835010628,False
201822010046,False
201724010991,False
201724010992,False
201816005445,False
201835010037,False
201835009960,False
201835009958,False
201812009033,False
201814011258,False
201839008469,False
201825009323,False
201826005171,False
201817005150,False
201825009074,False
201826004919,False
201818007116,False
201822009078,False
201822008462,False
201822008427,False
201812007987,False
201815009057,False
201818006701,False
201818006717,False
201818006716,False
201824008530,False
201824008501,False
201819007821,False
201839006558,False
201819007300,False
201812006839,False
201712006839,False
201815007929,False
201822006708,False
201822006697,False
201835006784,False
201805001742,False
201825006718,False
201803004914,False
201819006512,True
201822006138,False
201809003385,True
201815006883,False
201839005721,False
201822005962,False
201814007513,False
201839005539,False
201822005877,False
201822005879,False
201822005876,False
201822005862,False
201822005819,False
201801002585,False
201835005528,False
201835005461,False
201812005186,True
201803004182,False
201803004186,False
201801002352,False
201815005912,True
201801002257,False
201803003966,False
201812004807,False
201839004669,False
201815005492,False
201824005215,False
201824005220,False
201824005011,True
201806002492,False
201825004390,False
201826002263,False
201806002230,False
201812003648,False
201812003580,False
201824003906,False
201812003119,False
201802002268,False
201802002256,False
201819003309,False
201822003144,False
201812003032,False
201825003097,False
201822002872,False
201816001661,False
201805000708,False
201839002395,False
201822002545,True
201825002585,False
201819002587,False
201825002400,False
201826001198,False
201817001061,False
201817001070,False
201812001948,False
201824001781,False
201819001299,False
201814001410,True
201825000881,False
201839000555,False
201826000352,False
201824098322,False
201822000292,False
201814000257,False
201814000258,False
201822000272,False
201801000065,False
201815115971,False
201835027759,False
201902071729,False
201925104722,True
201918118909,False
201922114486,True
201925104587,True
201925104626,False
202018000013,False
201918118684,False
201912110711,False
201912110663,False
201922114118,False
201935116441,False
201924125101,True
201912110297,False
201917058558,False
201917058559,False
201917058563,False
201926055706,False
201915134249,True
201916062104,True
201924124304,False
201924124331,False
201912109543,True
201939109738,True
201939109740,False
201939109701,False
201924124058,False
201917058127,False
201912109321,False
201912109317,False
201939109580,False
201924123902,False
201912109309,False
201924123792,True
201919114171,False
201917057996,True
201922112407,False
201925102941,False
201925102952,False
201926055180,False
201939109168,False
201939109239,False
201916061366,False
201901061415,False
201916061196,False
201922112078,False
201939108848,False
201916061145,False
201939108461,False
201915132127,False
201915132129,False
201915132128,False
201915132063,False
201935113896,False
201935113895,False
201926054649,False
201922111254,False
201908042801,False
201912107719,True
201922110864,False
201935113016,True
201914112956,False
201925101111,False
201922110211,False
201917056883,True
201924121519,False
201922109655,False
201939106487,False
201912106319,False
201925100301,True
201915129096,False
201906064436,False
201935111223,False
201925099723,False
201919110142,True
201919110119,False
201922108327,False
201916059472,False
201912104789,False
201912104771,False
201925099027,False
201912104583,False
201908041542,True
201922107671,True
201924118915,False
201912104332,False
201939104351,False
201925098649,True
201924118563,False
201919108919,False
201919108695,False
201919108716,False
201919108697,False
201924118196,False
201924118275,False
201924117914,False
201908041059,False
201935108944,False
201939103063,True
201925097593,False
201925097498,True
201912103208,False
201912103204,False
201912103209,False
201926052055,True
201926052056,True
201919107872,True
201922106085,True
201915124785,False
201939102632,False
201939102594,False
201922105887,True
201935108236,False
201922105794,True
201925096871,True
201915124058,False
201925096620,False
201925096506,False
201925096524,False
201912102023,False
201916057926,False
201935107599,True
201935107546,True
201935107547,True
201924116290,False
201912101854,False
201912101806,False
201925096173,False
201916057753,False
201922105070,True
201915122873,False
201912101316,True
201919106119,False
201925095441,False
201915122233,False
201925095402,False
201935106123,False
201915121553,False
201901056961,False
201902064687,False
201922103672,False
201915121005,True
201919105055,False
201924114274,True
201925094495,False
201918107339,False
201902064526,True
